Invoice ID,Date,Customer Name,Country to Ship To,Category,Rate,Quantity,Amount
32473,Dec 26 2012,Alyssa Tate,United States,"Fasteners, Office Supplies",$11.56,4,$46.24
28110,May 20 2012,Emily Phan,Indonesia,"Bookcases, Furniture","$2,539.88",7,"$17,779.14"
35602,Oct 25 2012,Angele Hood,United States,"Phones, Technology, TEC-PH-6347",$383.96,5,"$1,919.80"
20228,Sep 27 2012,Art Ferguson,Belgium,"Appliances, Office Supplies","$4,195.20",8,"$33,561.60"
31901,Mar 14 2012,Alan Shonely,United States,"Binders, Office Supplies",$7.22,3,$21.65
18208,Nov 18 2012,Denny Joy,Greece,"Tables, Furniture",$607.38,4,"$2,429.52"
31672,Jul 22 2012,Arthur Gainer,United States,"Accessories, Technology",$479.04,10,"$4,790.40"
22216,Jul 29 2012,Heather Jas,Indonesia,"Appliances, Office Supplies",$512.04,2,"$1,024.09"
21580,May 01 2012,Jason Klamczynski,China,"Appliances, Office Supplies","$1,057.38",2,"$2,114.76"
11116,May 12 2012,Anthony Rawles,Italy,"Accessories, Technology","$1,025.40",4,"$4,101.60"
1804,Dec 13 2012,Darren Koutras,Mexico,"Bookcases, Furniture, FUR-BO-5966",$825.79,4,"$3,303.17"
10052,May 16 2012,Jill Matthias,Brazil,"Phones, Technology, TEC-PH-5355",$849.80,5,"$4,249.00"
19346,Jun 27 2012,Daniel Raglin,Germany,Furniture,$662.83,2,"$1,325.66"
23720,Jul 15 2012,Corey Catlett,China,"Bookcases, Furniture, FUR-BO-3646","$1,729.14",14,"$24,207.96"
14229,Dec 16 2012,Bradley Drucker,Portugal,"Chairs, Furniture, FUR-CH-5394",$468.72,7,"$3,281.04"
22701,Feb 15 2012,Christopher Martinez,Philippines,"Phones, Technology",$921.38,9,"$8,292.38"
48565,Sep 07 2012,Dennis Bolton,Zambia,"Tables, Furniture","$2,134.44",4,"$8,537.76"
35041,Oct 23 2012,Arthur Prichep,United States,"Fasteners, Office Supplies",$11.85,3,$35.55
36399,Mar 16 2012,Annie Zypern,United States,Office Supplies,$15.55,3,$46.66
36398,Mar 16 2012,Annie Zyern,United States,Office Supplies,$5.18,1,$5.18
10670,Aug 15 2012,Alice McCarthy,"Harrogate, England, United Kingdom","Phones, Technology","$4,453.05",7,"$31,171.35"
3801,Sep 15 2012,Becky Pak,Cuba,Office Supplies,$552.96,4,"$2,211.84"
42483,Apr 21 2012,Carol Darley,Senegal,"Storage, Office Supplies",$414.66,2,$829.32
48564,Sep 07 2012,Dennis Bolton,Zambia,"Chairs, Furniture",$322.44,2,$644.88
39793,Mar 04 2012,Aimee Bixby,United States,"Art, Office Supplies, OFF-AR-5325",$59.52,3,$178.56
50607,Sep 20 2012,Denny Ordway,Benin,"Phones, Technology","$1,377.90",10,"$13,779.00"
48914,Sep 18 2012,Christina Anderson,Russia,"Appliances, Office Supplies",$302.46,1,$302.46
15270,Jan 06 2013,Georgia Rosenberg,Norway,"Copiers, Technology",$964.08,3,"$2,892.24"
29721,Nov 24 2012,Alan Haines,Philippines,"Appliances, Office Supplies","$2,123.13",5,"$10,615.65"
27591,Aug 12 2012,Deirdre Greer,China,Furniture,"$1,038.49",3,"$3,115.48"
36714,Oct 05 2012,Alice McCarthy,United States,"Binders, Office Supplies",$15.36,2,$30.72
50470,Dec 21 2012,Damala Kotsonis,Algeria,"Machines, Technology","$1,589.40",6,"$9,536.40"
29718,Aug 02 2012,Don Miller,India,"Phones, Technology, TEC-PH-5813",$840.60,5,"$4,203.00"
7539,Jul 28 2012,Giulietta Dortch,Mexico,"Chairs, Furniture",$470.48,5,"$2,352.40"
17062,Jun 01 2012,Benjamin Venier,United Kingdom,"Appliances, Office Supplies","$2,052.54",4,"$8,210.16"
6659,Sep 08 2012,Henry MacAllister,Honduras,"Phones, Technology, TEC-PH-5839",$766.80,3,"$2,300.40"
12655,Feb 06 2013,Astrea Jones,France,"Furnishings, Furniture, FUR-FU-5730",$651.06,6,"$3,906.36"
20798,Oct 18 2012,Emily Burns,Indonesia,"Binders, Office Supplies",$380.07,9,"$3,420.66"
31671,Jul 22 2012,Arthur Gainer,United States,"Art, Office Supplies, OFF-AR-5302",$9.24,1,$9.24
27347,Jan 16 2013,Guy Armstrong,China,"Phones, Technology, TEC-PH-3805","$2,605.92",4,"$10,423.68"
37315,Apr 05 2012,Andy Yotov,United States,Office Supplies,$55.48,1,$55.48
6817,Oct 23 2012,Aaron Hawkins,Guatemala,"Phones, Technology, TEC-PH-5841","$2,120.80",5,"$10,604.00"
31635,Jul 11 2012,Alyssa Crouse,United States,"Tables, Furniture, FUR-TA-4622",$698.35,3,"$2,095.06"
29258,Sep 07 2012,Dorris liebe,Thailand,"Phones, Technology, TEC-PH-5839","$1,591.11",3,"$4,773.33"
33911,Apr 25 2012,Aleksandra Gannaway,United States,Furniture,$230.28,3,$690.84
31899,Mar 14 2012,Alan Shonely,United States,"Storage, Office Supplies, OFF-ST-4752",$142.78,1,$142.78
24876,Jan 01 2013,Andy Reiter,India,"Phones, Technology",$413.37,3,"$1,240.11"
29142,Sep 04 2012,Erica Hackney,Philippines,Furniture,$555.52,6,"$3,333.10"
5873,Jan 17 2012,Alan Haines,El Salvador,"Copiers, Technology, TEC-CO-4574","$1,411.55",11,"$15,527.06"
31634,Jul 11 2012,Alyssa Crouse,United States,"Binders, Office Supplies",$7.71,2,$15.42
14984,Aug 24 2012,Denise Leinenbach,"The Hague, South Holland, Netherlands","Art, Office Supplies",$327.18,14,"$4,580.52"
4344,Jun 06 2012,Dana Kaydos,Mexico,"Copiers, Technology, TEC-CO-3596",$846.78,4,"$3,387.13"
6826,Jan 21 2012,Hunter Lopez,Nicaragua,"Tables, Furniture","$2,797.25",6,"$16,783.49"
41450,Aug 16 2012,Alejandro Savely,Russia,"Chairs, Furniture",$954.60,10,"$9,546.00"
33503,Jul 13 2012,Arthur Wiediger,United States,"Binders, Office Supplies",$29.93,7,$209.52
21582,May 01 2012,Jason Klamczynski,China,"Accessories, Technology",$337.23,3,"$1,011.69"
31670,Jul 22 2012,Arthur Gainer,United States,"Accessories, Technology, TEC-AC-5279","$1,023.94",8,"$8,191.49"
6474,Feb 05 2013,Jay Kimmel,Venezuela,"Appliances, Office Supplies",$216.89,7,"$1,518.22"
14794,Oct 31 2012,David Flashing,United Kingdom,Copiers,"$1,592.70",5,"$7,963.50"
46524,Dec 23 2012,Jennifer Ferguson,Morocco,"Tables, Furniture, FUR-TA-3342","$2,880.18",6,"$17,281.08"
31022,May 30 2012,Erin Smith,Australia,"Appliances, Office Supplies","$1,245.02",4,"$4,980.10"
13089,Aug 14 2012,Jill Fjeld,United Kingdom,"Binders, Office Supplies",$338.94,7,"$2,372.58"
47569,Sep 20 2012,Jamie Kunitz,Benin,"Appliances, Office Supplies",$620.64,2,"$1,241.28"
16669,Sep 25 2012,Brad Thomas,France,"Appliances, Office Supplies","$1,253.07",5,"$6,265.35"
43035,Jan 22 2013,Delfina Latchford,Russia,"Storage, Office Supplies",$848.40,4,"$3,393.60"
6459,Mar 06 2013,Darren Koutras,El Salvador,"Appliances, Office Supplies","$1,903.00",5,"$9,515.00"
38852,May 09 2012,Art Foster,United States,"Art, Office Supplies",$22.32,5,$111.60
15531,Sep 07 2012,David Philippe,France,"Appliances, Office Supplies","$1,666.66",6,"$9,999.94"
4659,Sep 28 2012,Dave Hallsten,El Salvador,"Storage, Office Supplies",$552.96,4,"$2,211.84"
12333,Jun 25 2012,Ben Wallace,France,"Bookcases, Furniture, FUR-BO-5787",$704.05,2,"$1,408.10"
14267,Dec 01 2012,Alan Hwang,France,"Storage, Office Supplies",$370.82,3,"$1,112.45"
35318,Jun 21 2012,Anna Andreadi,United States,"Phones, Technology, TEC-PH-5566",$82.78,3,$248.35
11968,Jan 08 2013,Susan MacKendrick,Germany,"Machines, Technology, TEC-MA-4197",$919.89,3,"$2,759.67"
14556,Sep 14 2012,Jack O'Brian,Germany,"Accessories, Technology","$1,292.70",5,"$6,463.50"
15587,Apr 21 2012,Brendan Sweed,France,"Phones, Technology, TEC-PH-3803",$645.28,5,"$3,226.39"
579,Sep 27 2012,Dianna Vittorini,El Salvador,"Copiers, Technology",$477.12,3,"$1,431.37"
35319,Jun 21 2012,Anna Andreadi,United States,"Chairs, Furniture",$853.93,5,"$4,269.65"
38707,Jul 22 2012,Alejandro Grove,United States,"Accessories, Technology",$99.98,2,$199.96
8859,Nov 03 2012,Frank Merwin,Jamaica,Furniture,"$1,380.90",5,"$6,904.50"
18296,Aug 25 2012,Jack Lebron,France,"Appliances, Office Supplies","$2,223.99",5,"$11,119.95"
14266,Dec 01 2012,Alan Hwang,France,"Binders, Office Supplies",$676.20,14,"$9,466.80"
32459,Mar 02 2012,Anne Pryor,United States,"Phones, Technology",$9.99,1,$9.99
7386,Oct 13 2012,Darrin Sayre,Nicaragua,"Phones, Technology, TEC-PH-5355","$2,544.24",6,"$15,265.44"
27069,Oct 05 2012,Erica Hackney,India,"Phones, Technology",$667.92,4,"$2,671.68"
48223,Jan 10 2012,Elpida Rittenbach,Hungary,"Copiers, Technology, TEC-CO-3697",$588.60,4,"$2,354.40"
21030,Mar 09 2012,Bryan Mills,China,"Copiers, Technology","$1,274.16",4,"$5,096.64"
35334,Dec 28 2012,Anthony Johnson,United States,"Furnishings, Furniture, FUR-FU-6101",$24.90,5,$124.50
29578,Aug 11 2012,Clay Rozendal,Vietnam,"Copiers, Technology, TEC-CO-4570","$1,161.20",7,"$8,128.38"
31852,Mar 02 2012,Ashley Jarboe,United States,"Art, Office Supplies, OFF-AR-6632",$19.46,4,$77.82
30764,May 22 2012,Bart Watters,New Zealand,"Phones, Technology","$1,272.12",2,"$2,544.24"
35336,Dec 28 2012,Anthony Johnson,United States,"Machines, Technology",$767.95,6,"$4,607.71"
37594,Dec 27 2012,Anthony Jacobs,United States,"Paper, Office Supplies",$141.76,4,$567.04
17283,Jun 06 2012,Emily Ducich,Italy,"Copiers, Technology",$712.65,5,"$3,563.25"
38851,May 09 2012,Art Foster,United States,"Bookcases, Furniture, FUR-BO-3409",$349.97,7,"$2,449.76"
15978,Mar 31 2012,Aaron Smayling,Italy,"Phones, Technology",$496.58,6,"$2,979.50"
21620,Aug 18 2012,Cari Sayre,China,Furniture,"$2,337.15",5,"$11,685.75"
29407,Apr 20 2012,Janet Molinari,Pakistan,"Chairs, Furniture",$584.35,4,"$2,337.41"
22711,Feb 23 2013,Denise Leinenbach,India,"Phones, Technology","$3,187.20",5,"$15,936.00"
10404,Oct 16 2012,Greg Tran,Spain,"Chairs, Furniture","$1,838.52",5,"$9,192.60"
27988,Apr 11 2012,Cathy Hwang,China,"Bookcases, Furniture","$1,451.40",4,"$5,805.60"
51179,Jul 06 2012,Ann Steele,Nigeria,"Appliances, Office Supplies",$651.71,4,"$2,606.83"
40953,Sep 21 2012,Adam Shillingsburg,United States,"Binders, Office Supplies",$3.98,1,$3.98
18577,Aug 31 2012,Eric Murdock,United Kingdom,"Machines, Technology","$1,232.88",4,"$4,931.52"
18295,Aug 25 2012,Jack Lebron,France,"Chairs, Furniture","$2,472.93",6,"$14,837.58"
39057,Dec 05 2012,Barry Gonzalez,United States,"Paper, Office Supplies",$42.21,2,$84.42
10338,Sep 26 2012,Christina Anderson,United Kingdom,"Copiers, Technology","$1,892.25",5,"$9,461.25"
625,May 19 2012,Ed Braxton,El Salvador,"Storage, Office Supplies",$660.80,7,"$4,625.60"
32162,Jan 11 2012,Anthony Jacobs,United States,"Labels, Office Supplies",$2.89,1,$2.89
35337,Dec 28 2012,Anthony Johnson,United States,"Binders, Office Supplies",$14.35,3,$43.06
7695,Jun 12 2012,Brendan Dodson,Mexico,"Appliances, Office Supplies, OFF-AP-4969",$284.40,5,"$1,422.00"
24689,Nov 03 2012,Jason Klamczynski,China,"Copiers, Technology","$1,028.16",7,"$7,197.12"
11221,May 26 2012,David Philippe,Germany,"Bookcases, Furniture, FUR-BO-5779",$713.12,4,"$2,852.50"
15239,Dec 25 2012,Dennis Kane,Netherlands,"Chairs, Furniture","$1,380.60",6,"$8,283.60"
36259,Mar 06 2012,Aaron Bergman,United States,"Art, Office Supplies, OFF-AR-5309",$17.94,3,$53.82
49474,Apr 19 2012,Frank Carlisle,"Juba, Central Equatoria, South Sudan","Phones, Technology, TEC-PH-5815",$667.32,4,"$2,669.28"
29368,Jun 05 2012,Annie Thurman,Australia,"Copiers, Technology, TEC-CO-4590","$1,717.34",5,"$8,586.68"
34444,Jun 29 2012,Anthony Rawles,United States,"Art, Office Supplies",$32.40,5,$162.00
3942,Dec 04 2012,Harold Engle,Mexico,"Chairs, Furniture",$744.00,3,"$2,232.00"
38765,Sep 14 2012,Alex Avila,United States,"Fasteners, Office Supplies",$14.94,3,$44.82
12051,Aug 09 2012,Becky Pak,United Kingdom,"Phones, Technology, TEC-PH-3805","$5,276.99",9,"$47,492.89"
20958,Sep 01 2012,Brendan Murry,China,"Tables, Furniture","$2,076.61",6,"$12,459.64"
49218,Apr 07 2012,Bobby Elias,Guinea,"Appliances, Office Supplies",$526.08,1,$526.08
581,Sep 27 2012,Dianna Vittorini,El Salvador,"Bookcases, Furniture","$2,325.28",8,"$18,602.24"
29381,Aug 12 2012,Cindy Chapman,Philippines,"Chairs, Furniture",$769.14,8,"$6,153.12"
3943,Dec 04 2012,Harold Engle,Mexico,"Copiers, Technology",$802.07,4,"$3,208.29"
32065,May 13 2012,Anthony Johnson,United States,"Furnishings, Furniture, FUR-FU-4113",$310.88,2,$621.76
21624,Aug 18 2012,Cari Sayre,China,"Chairs, Furniture","$1,836.00",4,"$7,344.00"
37425,Oct 24 2012,Aaron Hawkins,United States,Office Supplies,$49.41,4,$197.63
37121,May 01 2012,Andrew Roberts,United States,"Appliances, Office Supplies",$26.14,3,$78.41
36258,Mar 06 2012,Aaron Bergman,United States,"Chairs, Furniture",$48.71,1,$48.71
50041,Jul 17 2012,Erica Bern,Senegal,"Storage, Office Supplies, OFF-ST-4266","$1,658.64",8,"$13,269.12"
11601,Jun 15 2012,Jill Fjeld,Italy,"Appliances, Office Supplies",$561.30,2,"$1,122.60"
38460,Apr 21 2012,Aaron Hawkins,United States,"Fasteners, Office Supplies, OFF-FA-6129",$247.84,8,"$1,982.72"
14079,Aug 20 2012,Frank Olsen,France,"Storage, Office Supplies, OFF-ST-6047",$895.05,5,"$4,475.25"
38317,Aug 22 2012,Arthur Prichep,United States,"Supplies, Office Supplies, OFF-SU-3000",$6.80,1,$6.80
7890,Oct 26 2012,Darrin Van Huff,Mexico,"Tables, Furniture",$747.36,3,"$2,242.08"
32438,Sep 28 2012,Arthur Prichep,United States,"Furnishings, Furniture, FUR-FU-5160",$204.60,2,$409.20
32461,Mar 02 2012,Anne Pryor,United States,"Binders, Office Supplies",$25.32,5,$126.60
38766,Sep 14 2012,Alex Avila,United States,"Furnishings, Furniture",$14.56,2,$29.12
49674,Feb 20 2013,Aaron Hawkins,Ukraine,"Chairs, Furniture","$1,025.52",8,"$8,204.16"
40954,Sep 21 2012,Adam Shillingsburg,United States,"Art, Office Supplies, OFF-AR-3285",$13.04,4,$52.16
23962,Aug 07 2012,Barbara Fisher,China,"Copiers, Technology","$1,273.56",4,"$5,094.24"
10403,Oct 16 2012,Greg Tran,Spain,"Bookcases, Furniture",$723.72,2,"$1,447.44"
32469,Apr 20 2012,Allen Arnold,United States,"Binders, Office Supplies",16.52,5,82.60
40955,Sep 21 2012,Adam Shillingsburg,United States,"Chairs, Furniture",$579.53,4,"$2,318.11"
43048,Sep 20 2012,Alan Shonely,Canada,"Labels, Office Supplies",$4.80,1,$4.80
6832,Nov 25 2012,Corey Catlett,Brazil,"Appliances, Office Supplies","$1,133.22",3,"$3,399.66"
18927,Feb 15 2012,Gary Zandusky,Netherlands,"Bookcases, Furniture, FUR-BO-5950",$874.68,4,"$3,498.72"
48974,Jun 19 2012,Clay Ludtke,Cameroon,"Machines, Technology",$351.90,2,$703.80
# 32439,Sep 28 2012,Arthur Prichep,United States,"Fasteners, Office Supplies",$8.72,4,$34.88
51126,Jan 18 2012,Charles Sheldon,Tanzania,"Storage, Office Supplies, OFF-ST-4266",$746.39,4,"$2,985.55"
20581,Nov 08 2012,Alejandro Savely,India,"Phones, Technology, TEC-PH-5351",$275.58,2,$551.16
37593,Dec 27 2012,Anthony Jacobs,United States,"Storage, Office Supplies",$704.25,5,"$3,521.25"
39986,Dec 25 2012,Andy Yotov,United States,"Art, Office Supplies",$8.02,3,$24.05
